OBJECTID,FID_PowerDemandVT,PowerNodes,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
459,39,0,33653,2,2.000000000000000,2,30390,11102,16950,168,1400000US47157021139,47,157,021139,211.39,Tract,3.359000000000000,93415504.0000000,156,1400000US47157021139,47157021139.000000000000000,"Census Tract 211.39, Shelby County, Tennessee",4254,393,102697,126332,35685.701172931658220,57347961.893758460879326
460,39,0,33653,2,2.000000000000000,2,30390,11102,16950,177,1400000US47157021341,47,157,021341,213.41,Tract,2.452000000000000,68555480.0000000,167,1400000US47157021341,47157021341.000000000000000,"Census Tract 213.41, Shelby County, Tennessee",5576,345,125060,161829,7.397381765060734,0.735172138771335
461,39,0,33653,2,2.000000000000000,2,30390,11102,16950,179,1400000US47157021352,47,157,021352,213.52,Tract,2.486000000000000,69456432.0000000,170,1400000US47157021352,47157021352.000000000000000,"Census Tract 213.52, Shelby County, Tennessee",6582,393,102294,132606,31676.748174956148432,48141419.966007761657238
462,39,0,33653,2,2.000000000000000,2,30390,11102,16950,180,1400000US47157021353,47,157,021353,213.53,Tract,6.241000000000000,175793024.0000000,171,1400000US47157021353,47157021353.000000000000000,"Census Tract 213.53, Shelby County, Tennessee",9500,390,154947,203580,48299.048834371402336,129459159.933701023459435
463,39,0,33653,2,2.000000000000000,2,30390,11102,16950,185,1400000US47157021540,47,157,021540,215.40,Tract,7.130000000000000,200259536.0000000,178,1400000US47157021540,47157021540.000000000000000,"Census Tract 215.40, Shelby County, Tennessee",12294,488,139356,153557,46046.252918881262303,98853327.085819005966187
464,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,9,1400000US47157020831,47,157,020831,208.31,Tract,1.441000000000000,40218740.0000000,139,1400000US47157020831,47157020831.000000000000000,"Census Tract 208.31, Shelby County, Tennessee",3697,352,74640,79385,23712.742132139668684,33308565.650841042399406
465,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,147,1400000US47157020642,47,157,020642,206.42,Tract,9.749000000000001,271967488.0000000,131,1400000US47157020642,47157020642.000000000000000,"Census Tract 206.42, Shelby County, Tennessee",9886,685,103106,109487,20391.428888305348664,23994245.802827503532171
466,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,151,1400000US47157020700,47,157,020700,207,Tract,35.401000000000003,986658368.0000000,136,1400000US47157020700,47157020700.000000000000000,"Census Tract 207, Shelby County, Tennessee",2262,175,66845,80638,30569.500320985185681,44128797.392443254590034
467,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,152,1400000US47157020810,47,157,020810,208.10,Tract,43.664999999999999,1217365760.0000000,137,1400000US47157020810,47157020810.000000000000000,"Census Tract 208.10, Shelby County, Tennessee",3052,249,78533,108182,135867.099262245901627,909996668.115368008613586
468,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,153,1400000US47157020820,47,157,020820,208.20,Tract,27.289999999999999,773136192.0000000,138,1400000US47157020820,47157020820.000000000000000,"Census Tract 208.20, Shelby County, Tennessee",8812,444,109872,121483,138306.452079326787498,772884718.864108562469482
469,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,154,1400000US47157020832,47,157,020832,208.32,Tract,9.651999999999999,268794944.0000000,140,1400000US47157020832,47157020832.000000000000000,"Census Tract 208.32, Shelby County, Tennessee",10010,548,114050,129695,54780.807696982716152,114215553.004931822419167
470,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,155,1400000US47157020900,47,157,020900,209,Tract,11.209000000000000,312074784.0000000,141,1400000US47157020900,47157020900.000000000000000,"Census Tract 209, Shelby County, Tennessee",9819,296,99052,108915,74454.568013843148947,312074772.073392987251282
471,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,156,1400000US47157021010,47,157,021010,210.10,Tract,22.346000000000000,623467072.0000000,142,1400000US47157021010,47157021010.000000000000000,"Census Tract 210.10, Shelby County, Tennessee",17591,1392,76143,95311,99321.749036667068140,555938675.661328434944153
472,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,157,1400000US47157021020,47,157,021020,210.20,Tract,25.300999999999998,708404032.0000000,143,1400000US47157021020,47157021020.000000000000000,"Census Tract 210.20, Shelby County, Tennessee",6577,406,80917,135309,49411.297395072884683,75136572.382018879055977
473,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,169,1400000US47157021141,47,157,021141,211.41,Tract,1.514000000000000,42587376.0000000,158,1400000US47157021141,47157021141.000000000000000,"Census Tract 211.41, Shelby County, Tennessee",7450,515,73962,74735,1287.369856813336355,51488.215125790149614
474,41,0,30754.25,2,-1.000000000000000,2,27180,10444,14512,16,1400000US47157021530,47,157,021530,215.30,Tract,3.886000000000000,108381392.0000000,177,1400000US47157021530,47157021530.000000000000000,"Census Tract 215.30, Shelby County, Tennessee",5064,290,114554,150747,23164.385873021266889,25030883.539386495947838
475,41,0,30754.25,2,-1.000000000000000,2,27180,10444,14512,17,1400000US47157021620,47,157,021620,216.20,Tract,4.678000000000000,130314536.0000000,182,1400000US47157021620,47157021620.000000000000000,"Census Tract 216.20, Shelby County, Tennessee",3452,590,46058,75326,47060.946721220439940,117071078.754494503140450
476,41,0,30754.25,2,-1.000000000000000,2,27180,10444,14512,157,1400000US47157021020,47,157,021020,210.20,Tract,25.300999999999998,708404032.0000000,143,1400000US47157021020,47157021020.000000000000000,"Census Tract 210.20, Shelby County, Tennessee",6577,406,80917,135309,83422.366859030866181,268440907.801097035408020
477,41,0,30754.25,2,-1.000000000000000,2,27180,10444,14512,184,1400000US47157021520,47,157,021520,215.20,Tract,18.774000000000001,522085088.0000000,176,1400000US47157021520,47157021520.000000000000000,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133,36707.011686815974826,70448790.714708387851715
478,41,0,30754.25,2,-1.000000000000000,2,27180,10444,14512,185,1400000US47157021540,47,157,021540,215.40,Tract,7.130000000000000,200259536.0000000,178,1400000US47157021540,47157021540.000000000000000,"Census Tract 215.40, Shelby County, Tennessee",12294,488,139356,153557,50632.472154229973967,93216274.228935435414314
479,41,0,30754.25,2,-1.000000000000000,2,27180,10444,14512,186,1400000US47157021611,47,157,021611,216.11,Tract,2.007000000000000,56607504.0000000,179,1400000US47157021611,47157021611.000000000000000,"Census Tract 216.11, Shelby County, Tennessee",6609,439,89074,104112,32409.889218919255654,56607502.622578613460064
480,41,0,30754.25,2,-1.000000000000000,2,27180,10444,14512,187,1400000US47157021612,47,157,021612,216.12,Tract,1.505000000000000,41924216.0000000,180,1400000US47157021612,47157021612.000000000000000,"Census Tract 216.12, Shelby County, Tennessee",4868,233,100652,116236,28806.077486665963079,41924214.832532472908497
481,41,0,30754.25,2,-1.000000000000000,2,27180,10444,14512,188,1400000US47157021613,47,157,021613,216.13,Tract,1.770000000000000,49642724.0000000,181,1400000US47157021613,47157021613.000000000000000,"Census Tract 216.13, Shelby County, Tennessee",4734,352,113333,130077,36701.627294281897775,49642724.538328886032104
482,21,0,14234.6666667,0,0.000000000000000,1,5366,19816,16213,3,1400000US47157020222,47,157,020222,202.22,Tract,13.440000000000000,373894496.0000000,112,1400000US47157020222,47157020222.000000000000000,"Census Tract 202.22, Shelby County, Tennessee",3215,327,52106,57192,24749.130761445208918,64115.308845952153206
483,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,3,1400000US47157020222,47,157,020222,202.22,Tract,13.440000000000000,373894496.0000000,112,1400000US47157020222,47157020222.000000000000000,"Census Tract 202.22, Shelby County, Tennessee",3215,327,52106,57192,24749.130761445208918,64115.308845952153206
484,21,0,14234.6666667,0,0.000000000000000,1,5366,19816,16213,130,1400000US47157020102,47,157,020102,201.02,Tract,28.986999999999998,808781952.0000000,109,1400000US47157020102,47157020102.000000000000000,"Census Tract 201.02, Shelby County, Tennessee",2861,211,61202,78938,68956.968319897307083,952207.489377915859222
485,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,130,1400000US47157020102,47,157,020102,201.02,Tract,28.986999999999998,808781952.0000000,109,1400000US47157020102,47157020102.000000000000000,"Census Tract 201.02, Shelby County, Tennessee",2861,211,61202,78938,68956.968319897307083,952207.489377915859222
486,21,0,14234.6666667,0,0.000000000000000,1,5366,19816,16213,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,31809.613253295490722,270474.177760764956474
487,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,31809.613253295490722,270474.177760764956474
488,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,9,1400000US47157020831,47,157,020831,208.31,Tract,1.441000000000000,40218740.0000000,139,1400000US47157020831,47157020831.000000000000000,"Census Tract 208.31, Shelby County, Tennessee",3697,352,74640,79385,5623.261643924056443,21717.844570359251520
489,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,156,1400000US47157021010,47,157,021010,210.10,Tract,22.346000000000000,623467072.0000000,142,1400000US47157021010,47157021010.000000000000000,"Census Tract 210.10, Shelby County, Tennessee",17591,1392,76143,95311,5623.261643924056443,21717.844570359251520
490,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,153,1400000US47157020820,47,157,020820,208.20,Tract,27.289999999999999,773136192.0000000,138,1400000US47157020820,47157020820.000000000000000,"Census Tract 208.20, Shelby County, Tennessee",8812,444,109872,121483,30391.760808171056851,251499.818888474052073
491,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,156,1400000US47157021010,47,157,021010,210.10,Tract,22.346000000000000,623467072.0000000,142,1400000US47157021010,47157021010.000000000000000,"Census Tract 210.10, Shelby County, Tennessee",17591,1392,76143,95311,30391.760808171056851,251499.818888474052073
492,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,156,1400000US47157021010,47,157,021010,210.10,Tract,22.346000000000000,623467072.0000000,142,1400000US47157021010,47157021010.000000000000000,"Census Tract 210.10, Shelby County, Tennessee",17591,1392,76143,95311,5418.945130279636032,107980.630204117085668
493,40,0,32473.1666667,4,4.000000000000000,2,29542,11811,22606,157,1400000US47157021020,47,157,021020,210.20,Tract,25.300999999999998,708404032.0000000,143,1400000US47157021020,47157021020.000000000000000,"Census Tract 210.20, Shelby County, Tennessee",6577,406,80917,135309,5418.945130279636032,107980.630204117085668
